company,location,education,skills_description,job_type,salary,job_experience,job_role,exp_min,exp_max,exp_avg,primary_location,role_category,salary_category,skill_count,experience_level
Microsoft,Hyderabad,Undergraduate,"software development, Azure, java, C#, communication, python, Kubernetes, Docker",contract,1855948.0,4-6,Senior Software Engineer,4,6,5.0,Hyderabad,Senior Software Engineer,15-20 LPA,8,Mid-Level
SWS SMARTWORKING SOLUTIONS PRIVATE LIMITED,Remote,Postgraduate,"C#, Excel, SQL, Azure, Data Build Tools, DBT, Data Management tools, API",contract,498990.0,3-4,"Senior Software Engineer ( C#, SQL, Excel, React) - UK Client- WFH",3,4,3.5,Remote,"Senior Software Engineer ( C#, SQL, Excel, React) - UK Client- WFH",<5 LPA,8,Mid-Level
TouchNote,Hyderabad,Postgraduate,"continuous integration, Backend, data science, Manager Technology, Infrastructure, Deployment, Customer service, Customer experience",full-time,1195690.0,2-7,Senior Engineer,2,7,4.5,Hyderabad,Senior Engineer,10-15 LPA,8,Mid-Level
Evalueserve,Gurugram,Postgraduate,"Delivery Management, Program Management, Product Management, software development, .net core, Stakeholder Management",contract,1287811.0,2-7,Associate Vice President ||Technology Products,2,7,4.5,Gurugram,Associate Vice President ||Technology Products,10-15 LPA,6,Mid-Level
ReddySys Technologies Pvt. Ltd.,Hyderabad,Postgraduate,"server, code, android, J2Ee, HTML, bootstrap, ios, tools",contract,1214821.0,5-7,Senior Software Engineer,5,7,6.0,Hyderabad,Senior Software Engineer,10-15 LPA,8,Senior
Infostretch solutions Pvt. Ltd.,Pune,Postgraduate,"IT Skills, Java, Python, Cloud, Big Data, AWS, Azure, Spark",full-time,369133.0,0-1,Senior Software Engineer,0,1,0.5,Pune,Senior Software Engineer,<5 LPA,8,Fresher
Microsoft,Hyderabad,Undergraduate,"IT Skills, Java, Testing, Big Data, Automation, SAP, Data modeling, MySQL",full-time,,6-7,Senior Software Site Reliability Engineer,6,7,6.5,Hyderabad,Senior Software Site Reliability Engineer,,8,Senior
Infostretch solutions Pvt. Ltd.,Pune,Undergraduate,"Application Development, Django, Hadoop, Big Data, Spark, Aws, Technical Writing, Problem Solving Skills",full-time,459879.0,1-6,Senior Software Engineer,1,6,3.5,Pune,Senior Software Engineer,<5 LPA,8,Mid-Level
Nitor Infotech Pvt. Ltd,Pune,Postgraduate,"Aas, Power Bi, SQL",contract,900238.0,1-7,Senior Software Engineer,1,7,4.0,Pune,Senior Software Engineer,5-10 LPA,3,Mid-Level
Nitor Infotech Pvt. Ltd,Pune,Postgraduate,"Azure Analytical, Troubleshooting, communication, written communication, verbal, Power BI, SQL, AAS",contract,2026627.0,3-6,Senior Software Engineer,3,6,4.5,Pune,Senior Software Engineer,>20 LPA,8,Mid-Level
Great Software Laboratory Pvt. Ltd. ( GS Lab ),Pune,Not Specified,"Django Framework, Python Development, python programming, Flask, SQL, Python, Core Java, IT Skills",contract,,7-8,Senior Python Software Engineer,7,8,7.5,Pune,Senior Python Software Engineer,,8,Senior
Infostretch solutions Pvt. Ltd.,Pune,Postgraduate,"SAN, Networking, Technical writing, devops, Agile, Customer service, SSIS, Information technology",Not Specified,1943828.0,6-8,Senior DevOps Engineer,6,8,7.0,Pune,Senior DevOps Engineer,15-20 LPA,8,Senior
Infostretch solutions Pvt. Ltd.,Ahmedabad,Postgraduate,"Agile methodologies, Opt, Technology, Agile, Software Engineer, Data, Engineering Services",Not Specified,1953780.0,7-8,Senior Software Engineer,7,8,7.5,Ahmedabad,Senior Software Engineer,15-20 LPA,7,Senior
Simplicity First,Remote,Undergraduate,"python, Data Warehousing, Data Bricks, IT Skills, Product Management, Big Data, AWS, snowflake",Not Specified,994871.0,0-2,Senior Datawarehouse Engineer,0,2,1.0,Remote,Senior Datawarehouse Engineer,5-10 LPA,8,Fresher
C42 Engineering India Pvt. Ltd.,Bengaluru,Postgraduate,"Product management, Backend, Version control, GIT, Debugging, Machine learning, HTML, Business intelligence",full-time,1970320.0,0-4,Android Engineer - Driver Platform,0,4,2.0,Bengaluru,Android Engineer - Driver Platform,15-20 LPA,8,Junior
C42 Engineering India Pvt. Ltd.,Bengaluru,Not Specified,"Product management, Automation, Networking, Debugging, Agile, HTML, Business intelligence, Analytics",full-time,2247130.0,0-2,Android Engineer - Chat Platform,0,2,1.0,Bengaluru,Android Engineer - Chat Platform,>20 LPA,8,Fresher
C42 Engineering India Pvt. Ltd.,Bengaluru,Undergraduate,"Product management, Backend, NoSQL, Machine learning, HTML, Business intelligence, Troubleshooting, Ruby",contract,1874595.0,7-8,Full Stack Engineer - GO-FOOD,7,8,7.5,Bengaluru,Full Stack Engineer - GO-FOOD,15-20 LPA,8,Senior
C42 Engineering India Pvt. Ltd.,Bengaluru,Undergraduate,"Automation, Multithreading, Javascript, Agile, HTML, Application development, Business intelligence, Troubleshooting",contract,1755806.0,0-6,Backend Engineer - Merchant Growth,0,6,3.0,Bengaluru,Backend Engineer - Merchant Growth,15-20 LPA,8,Junior
C42 Engineering India Pvt. Ltd.,Bengaluru,Not Specified,"Product management, Backend, NoSQL, PDF, Machine learning, HTML, Business intelligence, Ruby",contract,1716348.0,1-2,Backend Engineer - GO-FOOD,1,2,1.5,Bengaluru,Backend Engineer - GO-FOOD,15-20 LPA,8,Junior
C42 Engineering India Pvt. Ltd.,Bengaluru,Postgraduate,"Automation, Multithreading, Javascript, Agile, HTML, Application development, Business intelligence, Troubleshooting",full-time,,0-3,Backend Engineer - Merchant Growth,0,3,1.5,Bengaluru,Backend Engineer - Merchant Growth,,8,Junior
FACTSET SYSTEMS INDIA PVT LTD,Hyderabad,Postgraduate,"Computer science, Production support, Architecture, Coding, Postgresql, Machine learning, Forecasting, Analytics",contract,2078340.0,5-7,Machine Learning Engineer,5,7,6.0,Hyderabad,Machine Learning Engineer,>20 LPA,8,Senior
Biofourmis India Private Limited,Bengaluru,Undergraduate,"Computer science, Medical devices, Coding, Analytical, Pharma, Debugging, Machine learning, Healthcare",full-time,1078232.0,4-5,Privacy Engineer,4,5,4.5,Bengaluru,Privacy Engineer,10-15 LPA,8,Mid-Level
CONDE NAST (INDIA) PRIVATE LIMITED,Bengaluru,Undergraduate,"IT Skills, Python, Software Development, Quality Assurance, Machine Learning, Big Data, Spark",contract,1468323.0,3-4,Ml Engineer,3,4,3.5,Bengaluru,Ml Engineer,10-15 LPA,7,Mid-Level
Uniphore,"Chennai, Bengaluru",Undergraduate,"Process automation, ASR, Automation, data science, Machine learning, Workflow, Customer service, Monitoring",full-time,1517320.0,5-7,ML Operations Engineer,5,7,6.0,Chennai,ML Operations Engineer,15-20 LPA,8,Senior
GoTo,Bengaluru,Postgraduate,"IT Skills, Python, Testing, Big Data, AWS, Computer science, Coding, Business analytics",full-time,2001078.0,4-6,Software Engineer,4,6,5.0,Bengaluru,Software Engineer,>20 LPA,8,Mid-Level
Pitney Bowes India Pvt Ltd,Noida,Undergraduate,"IT Skills, Python, Data Science, Machine Learning, Cloud, DevOps, Big Data, Supply chain",full-time,1169692.0,7-8,Advisory Software Engineer- Machine Learning,7,8,7.5,Noida,Advisory Software Engineer- Machine Learning,10-15 LPA,8,Senior
2Coms,"Chennai, Open",Postgraduate,ML Engineer,contract,2191320.0,5-6,Machine Learning Engineer,5,6,5.5,Chennai,Machine Learning Engineer,>20 LPA,1,Senior
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bengaluru,Undergraduate,"React.Js, javascript",contract,2149436.0,6-8,Frontend Engineer - React.JS | Walmart,6,8,7.0,Bengaluru,Frontend Engineer - React.JS | Walmart,>20 LPA,2,Senior
ICAV Tech Pvt. Ltd.,Remote,Postgraduate,"C++, Algorithms, Python, Software Development, C, Machine Learning, Monte Carlo Simulation, IOT",full-time,1750502.0,6-8,Traffic Microsimulation Engineer,6,8,7.0,Remote,Traffic Microsimulation Engineer,15-20 LPA,8,Senior
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bengaluru,Undergraduate,"Java, Grafana, Kubernetes",full-time,,5-7,Site Reliability Engineer | Walmart,5,7,6.0,Bengaluru,Site Reliability Engineer | Walmart,,3,Senior
AirSeva,Bengaluru,Undergraduate,"ambassador Platforms, Rails, Android development, data structures, iOS, Ruby",contract,1760141.0,0-1,"Staff Software Engineer, ambassador Platforms",0,1,0.5,Bengaluru,"Staff Software Engineer, ambassador Platforms",15-20 LPA,6,Fresher
Armorblox,Bengaluru,Postgraduate,"IT Skills, Java, Python, Machine Learning, Computer science, Computer vision, remediation, NoSQL",contract,2240442.0,0-4,Machine Learning Engineer,0,4,2.0,Bengaluru,Machine Learning Engineer,>20 LPA,8,Junior
Snaphunt,Bengaluru,Postgraduate,"python, rest, data science, spark, airflow, terraform, flask, artificial intelligence",contract,1721708.0,7-8,Principal Engineer - Python,7,8,7.5,Bengaluru,Principal Engineer - Python,15-20 LPA,8,Senior
Infogain India (P) Ltd.,Gurugram,Undergraduate,"Python, Power BI, SQL Development, Microsoft SQL Development, Tableau, SQL, Data Modelling, MySQL",contract,1267541.0,4-7,Software Engineer,4,7,5.5,Gurugram,Software Engineer,10-15 LPA,8,Senior
Pitney Bowes India Pvt Ltd,Noida,Postgraduate,"CI / CD, EC2, REST APIs, Dockers, Jenkins, Nexus, Agile methodologies, Lambda",contract,1677953.0,1-6,Advisory Software Engineer,1,6,3.5,Noida,Advisory Software Engineer,15-20 LPA,8,Mid-Level
Rivigo,Gurugram,Postgraduate,"Computer science, Backend, Linux, MySQL, Javascript, Apache, Analytics, Team building",full-time,1351635.0,0-2,Software Development Engineer II (Backend),0,2,1.0,Gurugram,Software Development Engineer II (Backend),10-15 LPA,8,Fresher
Careerist management Consultants Pvt. Ltd.,Bengaluru,Undergraduate,"power bi, SQL, Performance Improvement",full-time,2112561.0,1-4,"Team Lead - SCM Analyst, Bangalore",1,4,2.5,Bengaluru,"Team Lead - SCM Analyst, Bangalore",>20 LPA,3,Junior
J&F PROJECTS INDIA PRIVATE LIMITED,"Noida, Delhi NCR",Undergraduate,"Graphql, Javascript, Angular, IT Skills, Python, Machine Learning, AWS, algorithms",contract,1401034.0,1-5,Full Stack Developer(German Engineering Firm)Noida-Premium Institute,1,5,3.0,Noida,Full Stack Developer(German Engineering Firm)Noida-Premium Institute,10-15 LPA,8,Junior
C42 Engineering India Pvt. Ltd.,Bengaluru,Postgraduate,"Product management, Computer science, Backend, Prototype, PDF, Machine learning, HTML, Business intelligence",contract,2123444.0,3-4,Machine Learning Engineer - GO-PAY,3,4,3.5,Bengaluru,Machine Learning Engineer - GO-PAY,>20 LPA,8,Mid-Level
C42 Engineering India Pvt. Ltd.,Bengaluru,Undergraduate,"Graphics, Product management, XML, Javascript, System design, HTML, SDK, Business intelligence",contract,1832846.0,1-2,UX Engineer,1,2,1.5,Bengaluru,UX Engineer,15-20 LPA,8,Junior
C42 Engineering India Pvt. Ltd.,Bengaluru,Postgraduate,"Product management, Object oriented design, Backend, Machine learning, Resourcing, HTML, Continuous improvement, Business intelligence",full-time,2461106.0,7-8,Software Engineering Manager,7,8,7.5,Bengaluru,Software Engineering Manager,>20 LPA,8,Senior
C42 Engineering India Pvt. Ltd.,Bengaluru,Undergraduate,"Product management, Backend, PDF, Data modeling, Machine learning, HTML, Business intelligence, Troubleshooting",contract,554598.0,3-4,Product Engineer - Driver Platform,3,4,3.5,Bengaluru,Product Engineer - Driver Platform,5-10 LPA,8,Mid-Level
Aliqan Services Private Limited,Bengaluru,Not Specified,"Advanced Sql Queries, Sql Stored Procedures, Unix Shell Scripting, Sql Performance Tuning, Stored Procedures, Advanced, Performance Tuning, SQL",full-time,1108648.0,5-6,Product Development Engineer,5,6,5.5,Bengaluru,Product Development Engineer,10-15 LPA,8,Senior
infrabeat technologies Pvt. Ltd.,Bengaluru,Undergraduate,"Bw 4Hana, IT Skills, SAP, Bex, Debugging, BI, SAP BW, Production Support",Not Specified,2291398.0,7-8,BW Support Engineer,7,8,7.5,Bengaluru,BW Support Engineer,>20 LPA,8,Senior
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bengaluru,Postgraduate,"GCP, IT Infrastructure, cloud services, Networking, ITIL",Not Specified,490523.0,6-8,Cloud Engineer,6,8,7.0,Bengaluru,Cloud Engineer,<5 LPA,5,Senior
Teksands,"Hyderabad, Chennai, Bengaluru",Undergraduate,"cloud, Azure Data Factory, ETL, ADLS, Synapse Analytics, Azure, Data Factory, SQL",contract,305207.0,5-6,Azure Cloud Engineer,5,6,5.5,Hyderabad,Azure Cloud Engineer,<5 LPA,8,Senior
PowerSchool,Bengaluru,Undergraduate,"Automation, metadata, Prototype, Data management, MySQL, SSRS, Data quality, Oracle",full-time,1664386.0,7-8,Engineer II,7,8,7.5,Bengaluru,Engineer II,15-20 LPA,8,Senior
Dell International Services IndiaPrivate Limited,Bengaluru,Postgraduate,"Object Oriented Analysis, IT Skills, Java, Cloud, Angularjs, Tableau, Azure, Agile Methodology",contract,1923655.0,1-4,Software Principal Engineer,1,4,2.5,Bengaluru,Software Principal Engineer,15-20 LPA,8,Junior
BT,Bengaluru,Undergraduate,"Jira, IT Skills, Testing, Cloud, DevOps, Big Data, Kanban, Data Engineering",contract,,1-3,Design engineer professional,1,3,2.0,Bengaluru,Design engineer professional,,8,Junior
SYNAPSICA HEALTHCARE PRIVATE LIMITED,Bengaluru,Undergraduate,"python, Python Framework, Cicd Pipeline, Kubernates, AWS, Airflow, Load, ETL Tool",contract,2344389.0,2-3,ML-Ops Engineer,2,3,2.5,Bengaluru,ML-Ops Engineer,>20 LPA,8,Junior
Kla Tencor,Chennai,Not Specified,"Electrical engineering, Digital media, Process control, Packaging, microsoft, Semiconductor manufacturing, Mechanical engineering, Product support",contract,1158787.0,4-7,Product Development Engineer 2,4,7,5.5,Chennai,Product Development Engineer 2,10-15 LPA,8,Senior
PayPal,Chennai,Postgraduate,"Unix, Computer science, Linux, RDBMS, Shell scripting, Debugging, Agile, Informatica",full-time,1935475.0,7-8,Software engineer,7,8,7.5,Chennai,Software engineer,15-20 LPA,8,Senior
Blue Yonder,Hyderabad,Undergraduate,"CI / CD, Kubernetes, Kanban, pair programming, SaaS, Python, Azure, Docker",full-time,907684.0,6-7,Staff Software Engineer I- PD,6,7,6.5,Hyderabad,Staff Software Engineer I- PD,5-10 LPA,8,Senior
Cadence Design Systems,Noida,Postgraduate,"IT Skills, Python, Testing, Tableau, Salesforce, Computer science, System testing, Automation",full-time,1355233.0,5-7,Principal Software Engineer,5,7,6.0,Noida,Principal Software Engineer,10-15 LPA,8,Senior
Talent Bee Consulting Pvt. Ltd,Bengaluru,Postgraduate,"IT Skills, Python, Big Data, AWS, SQL",full-time,1005245.0,1-4,"Python Engineer - Junior / Mid / Senior (1-7 Years), Bangalore",1,4,2.5,Bengaluru,"Python Engineer - Junior / Mid / Senior (1-7 Years), Bangalore",10-15 LPA,5,Junior
Druva,Pune,Undergraduate,"Data management, Architecture, Venture capital, IPO, Business intelligence, Operations, Reporting tools, SQL",Not Specified,495476.0,5-7,Analytics Engineer,5,7,6.0,Pune,Analytics Engineer,<5 LPA,8,Senior
American Express,Gurugram,Postgraduate,"Unix, Automation, Data modeling, Coding, Agile, Data structures, Perl, Informatica",full-time,738604.0,5-7,"Software Engineer - Hadoop, Hive, Spark, Java",5,7,6.0,Gurugram,"Software Engineer - Hadoop, Hive, Spark, Java",5-10 LPA,8,Senior
PayPal,Chennai,Undergraduate,"Unix, Linux, Coding, Analytical, DBMS, Teradata, Data mining, Financial services",full-time,1216875.0,1-7,Database Engineer 2,1,7,4.0,Chennai,Database Engineer 2,10-15 LPA,8,Mid-Level
Impetus,"Noida, Indore",Undergraduate,"Linux, Schema, Database, Javascript, PLSQL, Business intelligence, microsoft, Troubleshooting",contract,1823908.0,7-8,Pre-Sales Solution Engineer- India,7,8,7.5,Noida,Pre-Sales Solution Engineer- India,15-20 LPA,8,Senior
Acme Services,Pune,Postgraduate,"Management Reporting, Advanced Excel, Financial Reporting, MS Excel, Risk Assessment, Accounting, Analysis, Data Collection",full-time,,0-1,Group Reporting Analyst For a leading Outsourcing Firm,0,1,0.5,Pune,Group Reporting Analyst For a leading Outsourcing Firm,,8,Fresher
RippleHR Global Consulting,"Delhi NCR, Delhi/NCR",Postgraduate,"POWE BI, organization and co-ordination skills, resource planning data, data analysis skills",contract,1462414.0,2-3,Resource Planning Analyst,2,3,2.5,Delhi NCR,Resource Planning Analyst,10-15 LPA,4,Junior
GSPANN,"Hyderabad, Pune, Gurugram",Undergraduate,"AZURE, SQL, Azure Data Factory, Hive, Azure Functions, Powershell, Hadoop, Azure Data Lake",full-time,518251.0,5-7,Azure Lead,5,7,6.0,Hyderabad,Azure Lead,5-10 LPA,8,Senior
Marlabs Software Pvt. Ltd.,Bengaluru,Postgraduate,"Computer science, Computer vision, Data analysis, Machine learning, Deployment, Business strategy, Data mining, Forecasting",full-time,1623146.0,4-6,ML Lead,4,6,5.0,Bengaluru,ML Lead,15-20 LPA,8,Mid-Level
Lendingkart Finance Limited,Bengaluru,Undergraduate,"Product Strategy, Ux, Product Design, Web Platforms, Visual Design, Typography",Not Specified,1291196.0,6-8,Lead Designer,6,8,7.0,Bengaluru,Lead Designer,10-15 LPA,6,Senior
Augusta Infotech,Bengaluru,Postgraduate,"rest, algorithms, software development, Tools, Technical Lead, sql, nosql, application development",contract,1069291.0,6-8,Technical Lead,6,8,7.0,Bengaluru,Technical Lead,10-15 LPA,8,Senior
ZeroFOX,Bengaluru,Postgraduate,"Automation, Linux, cyber security, Social media, NMAP, Weaving, Operations, Vulnerability assessment",full-time,1830919.0,0-2,Vulnerability Assessment & Penetration Testing Lead (VAPT Lead),0,2,1.0,Bengaluru,Vulnerability Assessment & Penetration Testing Lead (VAPT Lead),15-20 LPA,8,Fresher
Shell,Bengaluru,Undergraduate,"training methodologies, program management, competence development, Training, Change Management, Communication Skills, Project Delivery, Stakeholder Management",Not Specified,2147876.0,0-2,Digital Competency Lead,0,2,1.0,Bengaluru,Digital Competency Lead,>20 LPA,8,Fresher
jupiter,Bengaluru,Undergraduate,"Board design, Head Business Development, Banking, CMS, Agile, Animation, HTML, Individual Contributor",full-time,1350587.0,7-8,Lead Product Designer,7,8,7.5,Bengaluru,Lead Product Designer,10-15 LPA,8,Senior
FICO,Bengaluru,Postgraduate,"JavaScript, IT Skills, Python, Software Development, Testing, Selenium, Cloud, HTML",contract,338236.0,4-6,Lead JavaScript Developer,4,6,5.0,Bengaluru,Lead JavaScript Developer,<5 LPA,8,Mid-Level
LendingKart,Bengaluru,Postgraduate,"UX, Product Design, Design, Ux Design, Lead Designer, Lead Product designer, Head Design, Web Designing",full-time,443028.0,7-8,Lead Product Designer,7,8,7.5,Bengaluru,Lead Product Designer,<5 LPA,8,Senior
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"Hyderabad, Ahmedabad",Not Specified,"Tableau Lead, ETL, analytical, Tableau, verbal, written communication, data warehouses, IT Skills",contract,792182.0,5-7,Tableau Lead,5,7,6.0,Hyderabad,Tableau Lead,5-10 LPA,8,Senior
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,"Hyderabad, Ahmedabad",Postgraduate,"Tableau Lead, IT Skills, Tableau",full-time,522252.0,2-4,Tableau Lead,2,4,3.0,Hyderabad,Tableau Lead,5-10 LPA,3,Junior
UST,"Noida, Bengaluru",Undergraduate,"Java, Angular JS, React JS, Node JS, HTML, javascript",full-time,1930104.0,0-7,Java Full Stack Lead,0,7,3.5,Noida,Java Full Stack Lead,15-20 LPA,6,Mid-Level
Allegis Services India Pvt. Ltd.,Delhi NCR,Undergraduate,"Computer science, Customer acquisition, Project management, Operations, SQL, Root cause analysis, metadata, Infrastructure",full-time,,5-7,Hadoop Developer,5,7,6.0,Delhi NCR,Hadoop Developer,,8,Senior
Target,Bengaluru,Undergraduate,"Product management, Retail, Agile, Manager Technology, Scrum, Sharepoint, Analytics, Product strategy",contract,1008304.0,7-8,Lead Product owner,7,8,7.5,Bengaluru,Lead Product owner,10-15 LPA,8,Senior
Focus Edumatics,Bengaluru,Undergraduate,"Computer science, Analytical skills, E-learning, Cloud computing, Interpersonal skills, Machine learning, Programming, HTTP",full-time,1480690.0,3-6,Team Lead AI,3,6,4.5,Bengaluru,Team Lead AI,10-15 LPA,8,Mid-Level
Jupiter.money,Bengaluru,Not Specified,"Product Strategy, Ui, Animation, Product Designer, Prototyping, Visual Design, Typography",contract,1778596.0,7-8,Lead Product Designer,7,8,7.5,Bengaluru,Lead Product Designer,15-20 LPA,7,Senior
Suyati Technologies Pvt Ltd,"Kochi, Bengaluru",Undergraduate,"Analytical, Debugging, Machine learning, Agile, PHP, HTML, Analytics, SQL",contract,1647883.0,0-6,AI/ML Lead,0,6,3.0,Kochi,AI/ML Lead,15-20 LPA,8,Junior
DM Healthcare LLC,Bengaluru,Postgraduate,"Java, microservices, nosql, rest, software development, Coding And Development, design patterns, web technologies",contract,1906201.0,6-7,Tech Lead - Java Microservice Developer,6,7,6.5,Bengaluru,Tech Lead - Java Microservice Developer,15-20 LPA,8,Senior
Stellar IT Solutions LLC,Hyderabad,Postgraduate,"W2, IT Skills, Machine Learning, Cloud, DevOps, ATS, Hiring, Careerbuilder",full-time,371573.0,4-7,Lead US IT Recruiter / Lead Technical Recruiter,4,7,5.5,Hyderabad,Lead US IT Recruiter / Lead Technical Recruiter,<5 LPA,8,Senior
Bioclinica,Bengaluru,Undergraduate,"Computer science, Performance tuning, EDC, Pharma, Clinical trials, Data quality, Life sciences, Informatica",contract,1254093.0,0-6,Technical Lead,0,6,3.0,Bengaluru,Technical Lead,10-15 LPA,8,Junior
Time Analytic &amp; Shared Services Private Limited,Bengaluru,Postgraduate,"Google Analytics, Web analytics, Analytical, Javascript, HTML, Troubleshooting, SEO, Business intelligence",full-time,666462.0,3-7,Digital Analytics Lead,3,7,5.0,Bengaluru,Digital Analytics Lead,5-10 LPA,8,Mid-Level
First Meridian Business Services Private Limited,Bengaluru,Undergraduate,"IT Recruitment, Non IT Recruitment, IT Skills, Data Science, DevOps, RPO, client handling, IT Staffing",full-time,2426820.0,2-3,Hiring IT/Non-it Recruiter For a Leading Consultancy Company,2,3,2.5,Bengaluru,Hiring IT/Non-it Recruiter For a Leading Consultancy Company,>20 LPA,8,Junior
Anar App Private Limited,Bengaluru,Not Specified,"IT Skills, Java, J2EE, DevOps, Angularjs, Node.js, CSS, Trade",Not Specified,,0-1,Java Microservices Team Lead,0,1,0.5,Bengaluru,Java Microservices Team Lead,,8,Fresher
Shell Info Technologies Private Limited,"Hyderabad, Bengaluru",Undergraduate,"azure data factory, PySpark, Azure, Azure Data Lake Store, SparkSQL, Azure Data, SQL, Azure Databricks",contract,2050618.0,0-3,Azure Tech Lead,0,3,1.5,Hyderabad,Azure Tech Lead,>20 LPA,8,Junior
Anicalls,Bengaluru,Not Specified,"Lambda, AWS Athena, EMR, Java, Spark, RedShift, Kinesis, Snowflake",full-time,2306786.0,4-6,AWS-EMR Lead,4,6,5.0,Bengaluru,AWS-EMR Lead,>20 LPA,8,Mid-Level
Personnel Search Services,Bengaluru,Undergraduate,"Relationship management, Telecom, Sales, Networking, Bfsi, Pharma, Account management, Life sciences",contract,2103918.0,6-7,Sales Leader,6,7,6.5,Bengaluru,Sales Leader,>20 LPA,8,Senior
Shiras HR Advisory & Services,Bengaluru,Postgraduate,"Solution design, Technical design, Integration testing, Cloud, Infrastructure, Technical Lead, Scrum, Data quality",full-time,1451897.0,4-5,Technical Lead 3,4,5,4.5,Bengaluru,Technical Lead 3,10-15 LPA,8,Mid-Level
Target,Bengaluru,Undergraduate,"Data Science, R, Inventory Management, Operations Research, Big Data, Data Mining, Machine Learning, Analytics",full-time,1395373.0,3-4,Lead Fulfillment Optimization Manager,3,4,3.5,Bengaluru,Lead Fulfillment Optimization Manager,10-15 LPA,8,Mid-Level
ZAGENO Inc,Bengaluru,Not Specified,"QA, Administrator Support, SAN, Accounting, devops, Technical Lead, Analytics, System Administrator",contract,1218045.0,3-5,Tech Lead - Platform,3,5,4.0,Bengaluru,Tech Lead - Platform,10-15 LPA,8,Mid-Level
Squadcast,Bengaluru,Undergraduate,"IT Skills, Data Science, Machine Learning, Cloud, Backend, Sales, Architecture, Cloud Services",contract,1465551.0,2-4,Machine Learning Lead,2,4,3.0,Bengaluru,Machine Learning Lead,10-15 LPA,8,Junior
Squircle IT Consulting Services Pvt Ltd,Bengaluru,Undergraduate,"Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML",contract,1964618.0,4-5,"MSBI Developer/Lead(SSIS, SSRS, SQL)",4,5,4.5,Bengaluru,"MSBI Developer/Lead(SSIS, SSRS, SQL)",15-20 LPA,8,Mid-Level
Allegis Services India Pvt. Ltd.,Hyderabad,Postgraduate,"data cleansing, Performance tuning, power bi, Operations, Data extraction, Advanced Excel, data profiling",contract,770377.0,1-3,Power BI,1,3,2.0,Hyderabad,Power BI,5-10 LPA,7,Junior
Northern Trust Corp.,Pune,Postgraduate,"Linux, Hadoop, Active directory, Customer support, Management, Oracle, big data, Resource management",contract,1621387.0,4-6,Lead Infra DB Admin,4,6,5.0,Pune,Lead Infra DB Admin,15-20 LPA,8,Mid-Level
Spark consultancy,"Noida, Delhi NCR",Undergraduate,"RTR, Data Integrity, ERP, SAP, Analytical Skills, Oracle ERP, Process Improvement, Vendor Management",contract,2064049.0,2-4,Sr. Analyst RTR MDM |Sal upto 6 LPA | Noida,2,4,3.0,Noida,Sr. Analyst RTR MDM |Sal upto 6 LPA | Noida,>20 LPA,8,Junior
Netscribes,"Kolkata, Gurugram, Mumbai",Undergraduate,"technology research, BPO, b2b, secondary research, research analysis",contract,606170.0,3-4,Secondary Research Analyst TMT/ICT,3,4,3.5,Kolkata,Secondary Research Analyst TMT/ICT,5-10 LPA,5,Mid-Level
Prevalent AI India Private Limited,"Kochi, Kakinada",Undergraduate,"Computer science, Data analysis, Event management, Information security, Consulting, ISO 27001, Account management, SIP",contract,856584.0,3-5,Security Domain Analyst,3,5,4.0,Kochi,Security Domain Analyst,5-10 LPA,8,Mid-Level
Edge Executive Search Pvt. Ltd.,"Chandigarh, Hyderabad, Pune, Gurugram, Chennai, Bengaluru, Mumbai",Not Specified,"Rwa, Credit Risk Analysis, Regulatory Projects, credit risk, System Analysis, techno functional, business analysis, Cloud environment",full-time,464072.0,2-4,Business Analyst - Risk and Compliance - Credit Risk,2,4,3.0,Chandigarh,Business Analyst,<5 LPA,8,Junior
ARP Investments,Mumbai,Undergraduate,"Analyst, Construction, PDF, Investor relations, Data management, Investment strategies, Risk management, Forecasting",full-time,1065673.0,1-6,Portfolio Implementation Analyst,1,6,3.5,Mumbai,Portfolio Implementation Analyst,10-15 LPA,8,Mid-Level
Orcapod Consulting Services Private Limited,"Pune, Bengaluru",Postgraduate,"data mapping, Data Warehousing, Data Modeling",contract,2262688.0,0-4,Risk and Compliance Reporting Analyst,0,4,2.0,Pune,Risk and Compliance Reporting Analyst,>20 LPA,3,Junior
Gartner India Research &amp; Advisory Services Pvt Ltd,Gurugram,Postgraduate,"IT Skills, Data Science, Product Management, Product innovation, Management consulting, Product planning, Scrum, HR",contract,1941255.0,3-5,Sr Digital Product Manager,3,5,4.0,Gurugram,Sr Digital Product Manager,15-20 LPA,8,Mid-Level
Benovymed Healthcare,Delhi NCR,Postgraduate,"medical researcher, BDS, Healthcare Support Operations, MBBS, Regulatory Affairs, Clinical Management, MS, MD",contract,2194787.0,3-4,Benovymed - Founding Leadership Member/Director/Senior Consultant,3,4,3.5,Delhi NCR,Benovymed - Founding Leadership Member/Director/Senior Consultant,>20 LPA,8,Mid-Level
