company,location,education,skills_description,job_type,salary,job_experience,job_role
PDI Software,Chennai,Postgraduate,"Supply chain, remediation, ERP, Networking, Data management, Windows, Troubleshooting, Data mining",contract,1993872.0,2-4,Application Analyst II
HelpYourNGO,Mumbai,Undergraduate,"PowerPoint, analytical, financial analysis, Excel, Help Desk, Customer Service, data analysis, customer relationship",full-time,533538.0,6-7,Research Analysts
VAMO Systems Private Limited,Chennai,Postgraduate,"verbal communication, analytical, written, Interpersonal skills, Competitive analysis, SEO Analyst, Research, SEO",contract,1214970.0,7-8,SEO Analyst
Guidehouse,Trivandrum/Thiruvananthapuram,Postgraduate,"Computer science, MS SQL, Data management, RDBMS, Veritas, Selenium, Outsourcing, Apache",full-time,1005620.0,6-8,Sr. Python Developer
PineBridge India Private Limited,Mumbai,Postgraduate,"Tax Analyst, Compliance, data reporting, Accounting, Analytical, Legal, Tax Advisor, Asset management",contract,1449048.0,4-5,Tax Analyst
Marlabs Software Pvt. Ltd.,Kochi,Undergraduate,"B testing, PowerBI, Tag, Tableau, Google Data Studio, C, Java, SAS",full-time,1623323.0,4-5,Web Analyst - Digital Marketing
Egnyte,Mumbai,Undergraduate,"SQL, Pivot tables, Excel, Vlookup, IT Skills, Salesforce, Manager Internal Audit, Process documentation",full-time,641093.0,6-8,Deployment Analyst
SPM Jobs,Chennai,Postgraduate,"Data Model, Requirements Gathering, Impact Analysis, Techno Functional, Finance, Computer Science, Agile, Data Analysis",contract,670673.0,7-8,Techno Functional Analyst
CUE BLOCKS TECH. PVT. LTD.,"Chandigarh, Chandigarh",Undergraduate,"web analytic, ppc, cost, data, design, analyst, pay per click, tools",Not Specified,2351674.0,6-7,PPC Analyst
Right Step Consulting,Gurugram,Undergraduate,"Interpersonal skills, Education, Senior Executive, Writing, Software, Research Analyst, MS Office, Software services",full-time,1255898.0,4-5,Research Analyst
DS Finworld Private Limited,"Noida, Delhi NCR",Postgraduate,"MIS Generation, Excel Data Management, MIS Reporting",Not Specified,385827.0,2-3,MIS Executive and Analyst
Travelex Corporate,Mumbai,Undergraduate,"Analyst, Interpersonal skills, HP data protector, Operating systems, IT hardware, Support services, Hardware, Antivirus",contract,2277423.0,1-2,Jr EUC Analyst
seagatetec,Pune,Undergraduate,"Change management, Data migration, SAP, SAP SD, Senior Analyst, GTS, Consulting, EDI",contract,,5-6,Staff Analyst - SAP SD GTS
NAVTECH,Hyderabad,Postgraduate,"Excel, analytical, Analytical skills, PDF, Senior Analyst, VLOOKUP, Report writing, Data collection",full-time,1238497.0,6-7,Excel Analyst
Dhwani RIS Pvt. Ltd.,Gurugram,Postgraduate,"communication, data analysis, R, written, verbal communication, Excel, MS Office, IT services",contract,2467850.0,0-3,Analyst
Align Technology,Hyderabad,Postgraduate,"Business process, System testing, Automation, MS SQL, SAP, data security, Analytical, Machine learning",contract,1522039.0,2-4,"System Analyst, SAP MII"
Align Technology,Hyderabad,Undergraduate,"Order management, Business process, System testing, SAP, Costing, SAP MM, SAP APO, Production planning",Not Specified,356158.0,4-5,"System Analyst, SAP PTM"
MASTERS INDIA IT SOLUTIONS PRIVATE LIMITED,Noida,Undergraduate,"Python, CI / CD, design patterns, Kubernetes, verbal, written communication, ExpressJs, data structures",full-time,1707051.0,6-8,Senior Python Developer
International Water management Institute (IWMI),Delhi,Postgraduate,"GIS, Supervisor, Data analysis, Security management, Erdas Imagine, Banking, Management, Solar radiation",contract,2312337.0,1-6,Consultant: Climate Change Analyst
AnaCipher CRO,Hyderabad,Undergraduate,"Analyst, Data analysis, Chemistry, Analytical, Pharmacy, bioanalytical, HPLC",contract,2227058.0,0-2,Analyst - Bioanalytical
T & A Solutions,Mumbai,Postgraduate,"advanced analytics, Data analysis, vertica, Reporting Analyst, Data modeling, MySQL, query, Schema",full-time,914583.0,6-7,Reporting Analyst
Angaros Group,Hyderabad,Postgraduate,"Excel, Financial reporting, Finance, Investment banking operations, Business planning, CMA data, Investment banking, MS Office",contract,1968735.0,0-2,Financial Analyst
Ivy Professional School (Ivy),Kolkata,Postgraduate,"Industry research, Data analysis, Sales, Business research, Analytical, Consulting, Marketing Research Analyst, Market Research Analyst",contract,1035206.0,1-4,Market Research Analyst Information
seagatetec,Pune,Postgraduate,"Business process, Data migration, SAP ERP, SAP, SOA, Data management, Workflow, Ale",Not Specified,1223814.0,0-6,Staff Analyst - SAP MDG
AdElement Media Solutions Pvt. Ltd.,Pune,Undergraduate,"IT Skills, Java, Python, PHP, Testing, Machine Learning, Node.js, algorithms",contract,2100227.0,0-3,Marketing Analyst
Searchurcollege,Delhi,Undergraduate,"Performance tuning, tableau, Database design, MySQL, Design development, power bi, Manager Quality Control, Oracle",full-time,1973505.0,1-4,Reporting Analyst - Power Bi / tableau
AdviserLogic,Mumbai,Postgraduate,"IT Skills, Python, Quality Assurance, RCA, Root cause analysis, Manager Quality Assurance, Quality Control Analyst, QMS",contract,2362168.0,0-5,Quality Control Analyst
Teamware Solutions ( A division of Quantum Leap Co nsulting Private LTD).,Noida,Postgraduate,"tableau, Sales Operations, power bi, Dashboards, IT Skills, Project Management, Salesforce, BPO",contract,1828458.0,5-7,Hiring - Business Analyst / Sales Ops Analyst /
Guardian,Gurugram,Not Specified,"Data analysis, Payroll, Data validation, Usage, Excel, Reporting Analyst, Agile, Scheduling",full-time,,0-1,Workday Reporting Analyst
Diverse Lynx,Gurugram,Undergraduate,"Ticketing, Database, software asset management, Data quality, Hardware, Asset Management Analyst, Licensing, IT asset management",contract,1127716.0,3-4,IT Asset Management Analyst
Ratnabhumi,Mumbai,Postgraduate,"BPO, Data analysis, Quality standards, Email, PDF, Induction, Listening skills, Quality Analyst",full-time,310166.0,2-4,Quality Analyst
Xpetize Technology Solutions Private Limited,Mumbai,Undergraduate,"Engineering services, data services, Excel, Bloomberg, Fixed income, Social service, Medical insurance, Technology solutions",Not Specified,1891849.0,1-3,Research Analyst - VBA/SQL/Finance
ShieldByte Infosec Pvt Ltd,Mumbai,Postgraduate,"Lead generation, PPC, Data analysis, Google Analytics, Excel, Campaign management, Google AdWords, Research",contract,2295990.0,6-8,PPC Analyst
INSIGHTS INDIA RELATIONSHIP MANAGEMENT SERVICES PVT. LTD.,Mumbai,Postgraduate,"Supply chain, Payroll, SOA, Oracle fusion middleware, Oracle data integrator, Informatica, Business intelligence, ERP implementation",contract,1198177.0,7-8,Analyst
B&B Analytics,Mumbai,Postgraduate,"Operations Analyst, Automation, Operational risk, Reconciliation, Data quality, Analyst 1, Risk management, Portfolio management",contract,1781547.0,5-6,Operations Analyst (1-3 years)
Puranik Builders Ltd,"Thane, Navi Mumbai, Mumbai",Undergraduate,"Data Analysis, Data Analytics, Market Research And Analysis, Market Research, Quantitative Research, Research Analysis, Market Research Agency, Research",full-time,1193042.0,2-3,Market Research Analyst
RADHA SMELTERS PRIVATE LIMITED,Hyderabad,Not Specified,"Excel, Financial reporting, Financial analysis, Analytical, Market research, Data mining, Cost analysis, Forecasting",Not Specified,1375820.0,3-5,Financial Analyst
Duck Creek Technologies,Mumbai,Undergraduate,"IT Skills, DevOps, Salesforce, Azure, Service management, Computer science, Field operations, Automation",contract,1964293.0,6-7,Service Center Analyst
CreditEnable Ltd,Mumbai,Postgraduate,"Loans, Financial statements, Ratio analysis, NBFC, Cash flow, data integrity, Credit assessment, Medical insurance",contract,481810.0,4-5,Credit Analyst
Waste Management,Gurugram,Undergraduate,"Waste management, Analytical skills, Application support, Change management, Renewable energy, data governance, data integrity, Oracle",contract,838931.0,0-5,"Oracle HCM - Analyst III, App Support"
Waste Management,Gurugram,Undergraduate,"Waste management, Application support, Change management, HCM, Renewable energy, data governance, data integrity, Analyst II",contract,627223.0,6-8,"Oracle HCM - Analyst II, App Support"
Waste Management,Indore,Postgraduate,"Computer science, Maven, Core Java, Automation, Data analysis, Agile, Toad, Selenium",full-time,378574.0,6-8,India Analyst - QA
Waste Management,Gurugram,Undergraduate,"Waste management, Training, Administration, Change management, Automation, Renewable energy, Analytical, Hyperion",full-time,2049766.0,1-5,"Analyst III, App Support"
Seven Consultancy,Mumbai,Postgraduate,"Data analysis, pricing analysis, Pharma, Database, Market research, Data Analyst, Pricing Analyst, Research Analyst",contract,,5-6,Research analyst
Sensibol Audio Technologies.,Mumbai,Postgraduate,"Audacity, written, PRAAT, oral, audio editing, Training, Basic, metadata",contract,684792.0,5-7,Audio Content Analyst
Tranzmeo IT Solutions Private Limited,Delhi,Undergraduate,"IT Skills, Python, Software Development, Machine Learning, Big Data, Data Science, Analytical Skills, Python Developer",full-time,865212.0,2-7,Senior Python Developer
Infognana (IG) Solutions,Noida,Postgraduate,"Computer science, Training, Statistical analysis, Image processing, data science, Machine learning, Cloud, AWS",contract,923893.0,5-7,"Sr. Python Developers (NLP, Text extraction)"
PulseHRM,Hyderabad,Undergraduate,"communication, Supervisor, Communication Skills, Technical Support, User Experience, Data Mining, Performance Management, Functional Support",full-time,310879.0,0-1,Support Analyst
Integra,Coimbatore,Not Specified,"Data management, Financial reporting, Financial analysis, Analytical, Market research, Data mining, Business intelligence, Forecasting",Not Specified,2240073.0,1-2,Financial Analyst
NetCreativeMind Solutions Private Limited,Delhi,Undergraduate,"testing, Communication, Microsoft SQL, Microsoft SQL Server, E - Business, database testing, IT Skills, Business communication",contract,1453179.0,2-4,QA Analyst
Magna Steyr,Pune,Postgraduate,"System testing, Product engineering, Data analysis, ISO, Configuration management, oscilloscope, Test design, Test Analyst",contract,1480671.0,6-8,System Test Analyst / Architect
Sensibol Audio Technologies.,Mumbai,Postgraduate,"PRAAT, oral, written, Audacity, audio editing, music, software, english",contract,2426103.0,5-6,Audio Content Analyst
"SquadRun, Inc",Delhi,Undergraduate,"Bpo, Customer Support, Spoken English, Back Office, Night Shift, Data Entry, Graduate, Tata",contract,1468031.0,0-6,Operations Analyst ( Quality )
Amethyst Partners,Pune,Not Specified,"Analytical skills, Economics, Excel, Analytical, Consulting, IT skills, Coal, Data collection",Not Specified,1129875.0,6-8,Research Analyst - Steel Costs
Resilinc,Pune,Not Specified,"BPO, data entry, process improvement, Supply chain, Journal entries, Financial analysis, Invoice processing, Social media",Not Specified,2280524.0,5-7,Financial Analyst
Superdoc App,Mumbai,Undergraduate,"Analytical skills, Market intelligence, Data collection, Writing, market data, Sales presentations, Qualitative, Presentation skills",Not Specified,1836135.0,1-5,Strategy Analyst
Panomtech Technologies pvt. ltd.,Pune,Undergraduate,"client servicing, analytical, primary research, data, qualitative, interpretation, quantitative, estimate",full-time,1444733.0,3-5,Market Research Analyst
Sensibol Audio Technologies.,Mumbai,Undergraduate,"PRAAT, audio editing, written, Audacity, oral, metadata, Programming, Database",full-time,1196628.0,2-6,Audio Content Analyst
Sensibol Audio Technologies.,Mumbai,Postgraduate,"PRAAT, oral, written, Audacity, audio editing, metadata, Programming, Database",full-time,1373400.0,3-4,Audio Content Analyst
Waaree Energies Ltd,Surat,Postgraduate,"Analytical skills, Quality monitoring, Outbound, Site management, Quality standards, Call monitoring, Data management, Customer service",full-time,945256.0,7-8,Call Quality Analyst
OpsRamp,Hyderabad,Postgraduate,"IT Skills, Digital Marketing, Tableau, Business Intelligence, Excel, Sales Process, Reporting Analyst, Marketing Operations",contract,1641792.0,3-4,"Sales / Marketing Reporting Analyst, Marketing Operations"
SplashLearn,Gurugram,Undergraduate,"Call Monitoring, Communication Skills, Quality Monitoring, Customer Service, Customer Support, Quality Analyst, Data Management, Customer Care",full-time,1093066.0,6-7,Quality Analyst
Panomtech Technologies pvt. ltd.,Pune,Not Specified,"satisfaction, client servicing, analytical, primary research, making, data, qualitative, quantitative",contract,465419.0,0-7,Market Research Analyst
Zelite Solutions Pvt. Ltd.,Pune,Postgraduate,"Interpersonal skills, Hoovers, Internet research, Market research, Data processing, MS Office, Data mining, Research Analyst",full-time,1770809.0,6-7,Research Analyst
Zedscape Software LLP,Hyderabad,Postgraduate,"Python Data Analytics, Python Development, Python, Pyspark, Django, Postgresql, pycharm, Pandas",full-time,2344821.0,3-4,Senior Python Developer For a US Based Company
Jardine Lloyd Thompson,"Mumbai, Pune",Undergraduate,"Quality Assurance Analyst, Automation, power bi, Data quality, Test cases, Application software, Software solutions, Data warehousing",full-time,1619006.0,7-8,IT Quality Assurance Analyst
Amethyst Partners,Pune,Not Specified,"Mining, Economics, Analyst, Excel, Analytical, Coal, Data collection, Powerpoint",contract,2171725.0,5-6,Steel Analyst
Amethyst Partners,Pune,Undergraduate,"Analytical skills, Economics, Excel, Analytical, Consulting, IT skills, Coal, Data collection",contract,505512.0,3-5,Research Analyst - Steel Costs
Amethyst Partners,Pune,Postgraduate,"Data analysis, Statistical analysis, Excel, Data management, Consulting, IT skills, Coal, Forecasting",full-time,2304239.0,5-6,Coal Cost Analyst
POST A RESUME HR Consultancy,Ahmedabad,Undergraduate,"SAP, Interior Architect, E-commerce, Product sales, Data analytics, Business intelligence, Product research, Research Analyst",full-time,359252.0,5-6,Product Research Analyst
Yext,Hyderabad,Postgraduate,"Cism, Cloud computing, Manager Internal Audit, Networking, Cisa, data security, Consulting, HIPAA",full-time,2047855.0,2-3,Technology Audit Analyst
Sensibol Audio Technologies.,Mumbai,Undergraduate,"oral, Audacity, audio editing, written, PRAAT, music, software, maintainance",contract,,7-8,Audio Content Analyst
Sensibol Audio Technologies.,Mumbai,Undergraduate,"oral, Audacity, audio editing, written, PRAAT, music, software, sic",full-time,2293673.0,4-6,Audio Content Analyst
Zebra Technologies India Pvt Ltd,Bengaluru,Postgraduate,"TDD, Azure Data Factory, ETL, CI / CD, Informatica, ADF, Azure, performance testing",full-time,1679170.0,1-3,Printer Supplies Resources
GSPANN,"Mumbai, Hyderabad, Pune, Bangalore Rural, Gurugram",Postgraduate,"GCP, SQL, development lifecycle, SQL Code, ETL, SQL script, Python, Python Script",contract,2025842.0,2-4,GCP Developer
Virtue Analytics,"Visakhapatnam, Lucknow, Vishakhapatnam",Postgraduate,"Javascript Frameworks, IT Skills, Cloud, TypeScript, AngularJS, UI, SaaS, Javascript",contract,1209216.0,4-5,Angular Developer - JavaScript Frameworks
EPAM Systems,"Hyderabad, Pune, Bengaluru",Undergraduate,"Data Engineering, Sonar, Microservices, Scrum Ceremonies, Jenkins, IT Skills, Java, Cloud",full-time,1012988.0,0-3,Technical Project Manager / Technical Manager
Innova Solutions Private Limited,"Hyderabad, Pune, Chennai, Bengaluru",Undergraduate,"SCALA, Spark, Spark Architecture, AWS, IT Skills, Cloud, Big Data, bigdata developer",contract,,4-6,Bigdata Developer @ Innova Solutions - Chennai / Pune / Hyderabad
Microsoft,Bengaluru,Undergraduate,"IT Skills, Software Development, Cloud, DevOps, Jenkins, SAP, Azure, Solution architecture",full-time,1745245.0,7-8,Cloud Solution Architecture - Infra
Qubol,Bengaluru,Postgraduate,"IT Skills, Cloud, React.js, HTML, CSS, Javascript, Big Data, Web technologies",contract,1807826.0,4-5,Member of Technical Staff - UI
Client of Strivex Consulting Pvt. Ltd,"Kochi, Bengaluru, Trivandrum/Thiruvananthapuram",Undergraduate,"python, bigdata, CI / CD, EC2, EMR, Apache Spark, MapReduce, ETL",contract,582811.0,1-7,Looking Bigdata Architect For a Global Product company in Kerala
Quince,"Hyderabad, Bengaluru",Not Specified,"ERP, Payroll, US GAAP, Financial reporting, General accounting, Business analytics, GAAP, Operations",full-time,316729.0,0-5,Assistant Controller - Finance
Retail Kloud9 Technologies India Private Limited,Bengaluru,Undergraduate,"presales, PowerPoint, SDLC, waterfall, Excel, communication, agile, MS Word",full-time,2488714.0,6-8,Presales & Bid Management Consultant
OakNorth,Hyderabad,Postgraduate,"REST API, python, microservices, SQL, spark, hadoop",contract,2262557.0,3-5,Opportunity with OakNorth For a Python/REST API role
TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"Hyderabad, Chennai, Bengaluru",Undergraduate,"Machine Learning, IT Skills, Python, Data Science, Tableau, Business Analytics, Artificial Intelligence, Analytics",contract,2148886.0,7-8,Consultant - Analytics Consulting | Tiger Analytics |
CIEL HR Services Private Limited,"Hyderabad, Pune, Chennai, Bengaluru",Not Specified,"python, IT Skills, Java, Javascript, Jenkins, RESTful API, Data Modeling",full-time,772225.0,7-8,Python Developer
Mississippi Consultants,"Hyderabad, Pune, Chennai, Mumbai",Postgraduate,"python, Django, MySQL, AWS, IT Skills, Cloud, Jenkins, Azure",contract,2256688.0,3-5,Senior Software Engineer and Lead - one of the Leading MNC
Tide Software,Hyderabad,Undergraduate,"Ux, Content, Finance, Copywriting, Medical, Copywriter",contract,2070481.0,7-8,UX Writer
Lumina,Chennai,Postgraduate,"Scrapy, Bootstrap, Web Scraping, Java, Python",contract,717786.0,7-8,Web Scraper - Python
Clarivate,Remote,Not Specified,"Dimension, Decipher, ConfirmIt, analytical, HTML, communications, written, SPSS",contract,1187240.0,2-7,Survey Programmer
iMerit Technology Services,Kolkata,Postgraduate,"IT Skills, Data Science, Machine Learning, Artificial Intelligence, Salesforce, Sales, Time management, Account development",contract,1299330.0,0-1,Account Development Representative
Easebuzz Private Limited,Pune,Undergraduate,"IT Skills, Cloud, Big Data, AWS, Customer acquisition, NoSQL, Architecture, Data modeling",contract,1114422.0,7-8,ETL Developer
Siemens Gamesa Renewable Energy,Bengaluru,Postgraduate,"Solution architecture, Training, data science, Siemens, Manager Technology, cloud architect, Infrastructure, private cloud",full-time,607501.0,6-7,Solution & Cloud Architect
Tide Software,Delhi,Postgraduate,"Administration, Copy writing, Diversity and Inclusion, Finance, Banking, Medical insurance, Budgeting, Business banking",full-time,2208923.0,6-8,UX Writer
IBM,Kochi,Undergraduate,"Automation, Team management, Coding, Relationship building, Debugging, Communication, J2EE, Agile",full-time,485512.0,3-4,Software Development Manager
Capgemini,"Pune, Chennai",Postgraduate,"spring boot, Backend, Front End, Microservices, Kubernetes, Apache Kafka, PostgreSQL, Circle CI",full-time,2271345.0,1-6,Technical Solution Architect
ITC Infotech,Remote,Postgraduate,"spark, Snowflake, Data Lake, hadoop, Java, analytical, HDFS, big data",full-time,1125580.0,6-8,Spark Specialist
"Evertz Microsystems, Ltd",Bengaluru,Undergraduate,"Computer science, VMware, Linux, Postgresql, MySQL, Broadcasting, Data structures, Virtualization",contract,1751623.0,6-8,Python Developer
Lumina,Chennai,Undergraduate,"Java, python, Web Scraping, algorithms, J2Ee, artificial intelligence",full-time,1467817.0,7-8,Python Developer
Snaphunt,Surat,Not Specified,".Net, Javascript, C#, HTML, ASP Net, SQL, analytical, IT Skills",contract,474076.0,4-5,.NET Developer
Infogain India (P) Ltd.,Gurugram,Undergraduate,"Prototype, Project management, SSRS, OLAP, SSIS, OLTP, Stakeholder management, Warehouse design",full-time,1931595.0,1-3,"Consultant, Development (4.5-6 years)"
Infogain India (P) Ltd.,Gurugram,Postgraduate,"SSIS, Project management, BI, SSRS, ETL, SQL Server, OLTP, Power BI",full-time,2006255.0,7-8,"Consultant, Development"
Axtria India Private Limited,"Noida, Gurugram, Delhi NCR, Pune",Undergraduate,"azure databricks, python, pyspark, databricks, Azure Data Lake",full-time,533077.0,6-8,"Manager - Azure Databricks Python, pyspark"
Maxima Consulting,Pune,Undergraduate,"Axiom, Axiom Controller, Oracle SQL, PL / SQL, IT Skills, Oracle, PL/SQL, Design Specifications",contract,1057415.0,6-7,Axiom Developer
Accenture,Gurugram,Postgraduate,"Computer science, Business process, Consulting, Agile, SQL, Cloud Design, Data Engineering, Spark",Not Specified,,6-7,Apache Spark Application Developer
EXL,Gurugram,Undergraduate,"analytics, communication, verbal, Python, written, Tableau, SQL, IT Skills",full-time,1002382.0,2-7,Manager
Ford,Chennai,Postgraduate,"Python, hive, Java, hadoop, HBase",full-time,,3-4,Technical Anchor
Synechron,Pune,Postgraduate,"Power BI, data analysis, engineering, SQL Server Analysis, OLAP, Azure Analytics Services, MDX, data analytics",full-time,1234036.0,6-8,Power BI Developer
Mindtree,Kolkata,Undergraduate,"Big Data Architecture Document, AWS Database Migration Service, Data Modeling",contract,1440234.0,5-7,AWS Database Migration Architect
Invesco,Hyderabad,Postgraduate,"React JS, Java, CSS, Repository, Open Source, Unit Testing, Coding, JavaScript",contract,2344963.0,5-7,"Advanced Eng. II, Investment Tech"
Synechron,Pune,Postgraduate,"Azure Analytics, olap, data analysis, MDX, SQL Server Analysis Services, integration, data engineering, Azure Analytics Services",full-time,1051631.0,1-6,Power BI Developer
Vodafone India Services Pvt.Ltd,Pune,Undergraduate,"data fusion, big query, GCP, data flow, Gcp Cloud",contract,2121387.0,4-5,Hiring GCP Developer With Vodafone Intelligent Solution VOIS For Pune
Biz Infotecno Pvt. Ltd.,Chandigarh,Undergraduate,"R, Qlikview, Alteryx, communication, MS Excel, PowerBI, Tableau, SQL",full-time,2349271.0,4-6,BA
BNY Mellon,Pune,Postgraduate,"Computer science, Database design, Data modeling, Reconciliation, Representative, Management, Distribution system, Data warehousing",full-time,,7-8,Ld. DB Mgmt Anlyst
Disha Consultants,Noida,Undergraduate,"Backend, Design Architect, Scalability, Data structures, Research, Solution architecting, Python",contract,2159378.0,5-7,Python Developers
AgreeYa,Gurugram,Postgraduate,"Linux, Kinesis, Django, MySQL, Aurora, object - oriented design, SQS, Framework",full-time,2180541.0,2-4,Python Developer
AgreeYa,Noida,Undergraduate,"IT Skills, Java, Python, Testing, Data Science, Machine Learning, Cloud, Business process",contract,2087202.0,2-4,Python developer
Collabera Technologies Pvt. Ltd.,Chennai,Postgraduate,"IT Skills, Python, Machine Learning, Cloud, Jenkins, github, Data modeling, RDBMS",contract,,0-2,Specialty Development Practitioner (Python Developer)
Persistent,Pune,Undergraduate,"Flask, JavaScript, front - end technologies, HTML5, Pyramid, Django, Python, object - relational mapping ( ORM",full-time,,3-5,Python Developer
AgreeYa,Hyderabad,Postgraduate,"IT Skills, Software Development, Cloud, Big Data, Azure, Unix, Cloud computing, Data analysis",full-time,2240322.0,0-4,Python Developer
cliqhr.com,Hyderabad,Not Specified,"data engineering, DevOps, AWS, S3, Python, Amazon DocumentDB, EC2, Pandas",full-time,1142871.0,6-8,Senior DevOps Engineer
Ziolite,"Noida, Mumbai, Indore, Jaipur, Bengaluru, Delhi NCR",Undergraduate,"Big Data, CI tooling, algorithms, data structures, Hive, SCALA, HDFS, Spark",contract,489476.0,2-3,Bigdata Scala Engineer
6Sense,Pune,Postgraduate,"IT Skills, Python, Testing, Performance Testing, Angularjs, Unix, Linux, Coding",contract,1966743.0,4-6,Lead Software Engineer - Python
Nitor Infotech Pvt. Ltd,Pune,Undergraduate,"IT Skills, Python, Data Science, Machine Learning, Cloud, Project Management, AWS, Tensorflow",full-time,1791167.0,5-6,Lead Engineer-AI/ML
Smart4talent,"Hyderabad, Gurugram",Postgraduate,"Product management, GIT, NoSQL, Functional testing, Django, SCALA, test driven development, Distribution system",full-time,1700880.0,3-4,lead software engineer
TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad,Not Specified,"python, machine learning",Not Specified,1092146.0,5-6,Lead Engineer - Machine Learning | Advance Auto Parts
CareerXperts Consulting,Chennai,Postgraduate,"Computer science, Analytical, Consulting, Machine learning, Programming, Data structures, Open source, big data",full-time,1974082.0,2-4,Machine Learning Lead Engineer
Hucon Solutions,Bengaluru,Undergraduate,"MENDIX, Synapse, ADF, Storage, Azure Full Stack, ADLS, Data engineer, ADB",contract,2160968.0,1-6,Mendix Engineer
Finpoint,Bengaluru,Undergraduate,"Backend, Version control, GIT, Web technologies, Linux, HP data protector, Coding, Django",contract,1401399.0,1-5,Junior Python Backend Developer
Wolters Kluwer,"Mumbai, Pune",Postgraduate,"Computer science, Business process, Data modeling, Coding, TDD, SSRS, Visual Studio, Unit testing",contract,556265.0,5-7,Lead Product Software Engineer
T2 Innovations,Chennai,Postgraduate,"C++, orchestration, GCP, Cloud, Scheduling, Apache, big data, Analytics",full-time,2150743.0,2-7,GCPData/Bigdata Lead Engineer
T2 Innovations,"Chennai, chennai",Undergraduate,"C++, orchestration, GCP, Cloud, Scheduling, HTML, Apache, big data",contract,374564.0,2-4,GCPData/Bigdata Lead Engineer - T2 Innovations
eNFLUENCE IT Services Pvt. Ltd.,Hyderabad,Postgraduate,"IT Skills, Python, Machine Learning, Cloud, DevOps, DBA, AWS, Database Automation - CI/CD & DevOps",full-time,385392.0,2-7,Database Lead Engineer
Gainsight,Hyderabad,Postgraduate,"IT Skills, Java, Python, Software Development, Machine Learning, Cloud, DevOps, Computer science",contract,885786.0,0-1,Lead Software Engineer - Python
Wallethub,Remote,Postgraduate,"Machine Learning, Data Science, Artificial Intelligence, Python",contract,1539771.0,5-7,Senior Machine Learning Engineer (Remote)
Audax Labs,"Noida, Kolkata, Hyderabad, Pune, Bengaluru",Postgraduate,"IT Skills, Python, Testing, Machine Learning, TCP, Computer science, Linux, Image processing",full-time,1363345.0,0-7,Python/ ML Engineer
Audax Labs,"Noida, Kolkata, Hyderabad, Pune, Bengaluru",Postgraduate,"IT Skills, Cloud, AWS, Azure, Computer science, SAN, Linux, Production support",contract,645244.0,5-6,Support Engineer
Audax Labs,"Noida, Kolkata, Hyderabad, Pune, Bengaluru",Postgraduate,"SAN, Linux, MySQL, Shell scripting, Consulting, PHP, HTML, Oracle",full-time,1849374.0,4-6,GO full stack Engineer
VEGA Intellisoft Private Limited,Bengaluru,Postgraduate,"Machine Learning, automation, DevOps, technical architecture, engineering, Delivery Lead, Automation testing, data science",full-time,1269325.0,3-6,Machine Learning Engineer
AUREUSTECH SYSTEMS PRIVATE LIMITED,"Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi NCR, Mumbai",Undergraduate,"python, spark, pyspark, machine learning, sql, IT Skills, Data Science, AWS",contract,1389978.0,0-4,Immediate Need - Bigdata Engineer - Python/Pyspark
Marktine,"Jaipur, Bengaluru, Delhi NCR",Postgraduate,"Machine Learning, Forecasting, Python, R, Linear Regression, Tensorflow, Pandas, Natural Language Processing",contract,1311806.0,1-2,Machine Learning Engineer - Python
Kyndryl,Bengaluru,Undergraduate,"IT Skills, Python, Data Science, Machine Learning, Cloud, DevOps, Jenkins, Training",contract,1557054.0,3-6,Model Ops Engineer
NEEMTREE INTERNET PVT LTD,Bengaluru,Undergraduate,"Computer science, Machine learning, System design, Data processing, Application development, Business intelligence, Open source, Analytics",contract,1733232.0,5-6,Machine Learning Engineer - CS
sybill,Bengaluru,Postgraduate,"IT Skills, Python, Data Science, Machine Learning, Computer science, Networking, Equity, Video conferencing",full-time,1212265.0,5-6,Applied ML engineer
Ismile Technologies,Remote,Undergraduate,"data analytics, scientists, Dataops, data engineering, Dataops engineer, Data architects",contract,,7-8,DataOps Engineer /architect
Sigma Aldrich,Bengaluru,Postgraduate,"Unix, Automation, Linux, Networking, Project management, Agile, Healthcare, Scrum",full-time,2297145.0,1-6,Palantir Support Engineer
Concerto.ai,Bengaluru,Not Specified,"IT Skills, Java, Python, Cloud, Big Data, AWS, Azure, Computer science",Not Specified,870545.0,4-5,Support Engineer
Concerto HealthAI,Bengaluru,Undergraduate,"Computer science, metadata, NoSQL, Data structures, Healthcare, Troubleshooting, Analytics, Monitoring",contract,804368.0,2-3,Support Engineer
Zebra Technologies,"Bengaluru, Bangalore",Undergraduate,"IT Skills, Java, Python, Testing, Machine Learning, Cloud, Product Management, Pyspark",contract,1944454.0,1-2,Machine Learning Engineer
Betsol Software India Private Limited,"Pune, Bengaluru",Postgraduate,"Google Cloud Platform, Terraform, YAML, CI, written, shell scripting, MongoDB, Docker",contract,2173026.0,1-7,Cloud Support Engineer
Microsoft,Bengaluru,Postgraduate,"IT Skills, Python, Software Development, Testing, Machine Learning, Big Data, Computer science, Automation",contract,509638.0,4-5,Software Engineer II
